Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDI14,Low Fat,Canned,OUT045,2002,Tier 2,Supermarket Type1,1693.7952
FDS16,Regular,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,3661.9
FDU15,Regular,Meat,OUT049,1999,Tier 1,Supermarket Type1,862.8768
NCG43,Low Fat,Household,OUT027,1985,Tier 3,Supermarket Type3,1850.924
FDR23,Low Fat,Breads,OUT027,1985,Tier 3,Supermarket Type3,6351.732
FDS52,Low Fat,Frozen Foods,OUT027,1985,Tier 3,Supermarket Type3,3542.056
NCP18,Low Fat,Household,OUT018,2009,Tier 3,Supermarket Type2,3611.2992
DRF23,Low Fat,Hard Drinks,OUT027,1985,Tier 3,Supermarket Type3,7152.0236
FDO09,Regular,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,6048.793
FDB40,Regular,Dairy,OUT045,2002,Tier 2,Supermarket Type1,2187.153
DRK37,Low Fat,Soft Drinks,OUT019,1985,Tier 1,Grocery Store,759.012
DRN11,Low Fat,Hard Drinks,OUT046,1997,Tier 1,Supermarket Type1,1451.444
FDE22,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,958.752
FDF04,Low Fat,Frozen Foods,OUT035,2004,Tier 2,Supermarket Type1,1808.3128
FDE41,Regular,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,1099.2358
FDW08,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,1810.976
NCD54,Low Fat,Household,OUT035,2004,Tier 2,Supermarket Type1,2311.6576
FDZ33,low fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1330.2684
FDO23,Low Fat,Breads,OUT035,2004,Tier 2,Supermarket Type1,1418.154
FDN34,Regular,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,2874.9244
FDL39,Regular,Dairy,OUT013,1987,Tier 3,Supermarket Type1,2345.6134
FDT28,Low Fat,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,3912.2408
FDH33,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1274.3412
FDA34,Low Fat,Starchy Foods,OUT017,2007,Tier 2,Supermarket Type1,5712.564
FDZ56,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,5390.3168
DRH23,Low Fat,Hard Drinks,OUT017,2007,Tier 2,Supermarket Type1,1160.4894
NCO18,Low Fat,Household,OUT035,2004,Tier 2,Supermarket Type1,5510.8266
DRG27,Low Fat,Dairy,OUT018,2009,Tier 3,Supermarket Type2,568.5932
FDM28,Low Fat,Frozen Foods,OUT010,1998,Tier 3,Grocery Store,179.766
NCY41,Low Fat,Health and Hygiene,OUT010,1998,Tier 3,Grocery Store,143.8128
FDD21,Regular,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,2633.9048
FDD44,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,6183.9504
FDP16,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,2702.4822
FDQ37,Low Fat,Breakfast,OUT046,1997,Tier 1,Supermarket Type1,4843.695
NCY05,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,952.7598
NCE07,low fat,Household,OUT035,2004,Tier 2,Supermarket Type1,1985.4156
DRI51,Low Fat,Dairy,OUT035,2004,Tier 2,Supermarket Type1,2061.3168
NCI31,Low Fat,Others,OUT045,2002,Tier 2,Supermarket Type1,1025.332
FDK60,Regular,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,3013.4108
FDY12,Regular,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,809.6128
FDO38,Low Fat,Canned,OUT049,1999,Tier 1,Supermarket Type1,623.1888
FDP11,Low Fat,Breads,OUT035,2004,Tier 2,Supermarket Type1,1088.583
FDC21,Regular,Fruits and Vegetables,OUT019,1985,Tier 1,Grocery Store,217.0508
NCF54,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,2931.5174
FDC35,Low Fat,Starchy Foods,OUT027,1985,Tier 3,Supermarket Type3,4555.4036
FDV43,Low Fat,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,490.6946
DRE12,Low Fat,Soft Drinks,OUT049,1999,Tier 1,Supermarket Type1,1584.604
DRE27,Low Fat,Dairy,OUT013,1987,Tier 3,Supermarket Type1,782.9808
DRC36,Regular,Soft Drinks,OUT027,1985,Tier 3,Supermarket Type3,5778.4782
FDZ38,Low Fat,Dairy,OUT027,1985,Tier 3,Supermarket Type3,5173.266
NCW42,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,4420.912
NCZ18,low fat,Household,OUT045,2002,Tier 2,Supermarket Type1,1522.0188
FDL13,Regular,Breakfast,OUT019,1985,Tier 1,Grocery Store,932.12
NCN18,Low Fat,Household,OUT018,2009,Tier 3,Supermarket Type2,1006.6896
FDI41,Regular,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,1765.7016
FDV22,Regular,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,2503.408
NCB43,Low Fat,Household,OUT027,1985,Tier 3,Supermarket Type3,7296.5022
FDQ46,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,2684.5056
FDC44,Low Fat,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,2163.1842
FDB22,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,3383.5956
FDV23,Low Fat,Breads,OUT045,2002,Tier 2,Supermarket Type1,2241.0828
FDK10,Regular,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,3415.554
FDF05,Low Fat,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,5259.82
FDL33,Low Fat,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,1957.452
FDD20,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,5353.6978
NCM54,Low Fat,Household,OUT027,1985,Tier 3,Supermarket Type3,4832.3764
FDW48,Low Fat,Baking Goods,OUT017,2007,Tier 2,Supermarket Type1,1450.1124
DRF36,Low Fat,Soft Drinks,OUT018,2009,Tier 3,Supermarket Type2,5350.3688
NCM06,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,2934.8464
NCA54,Low Fat,Household,OUT010,1998,Tier 3,Grocery Store,360.8636
FDT46,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,708.4112
FDH20,Regular,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,2220.443
FDT38,Low Fat,Dairy,OUT045,2002,Tier 2,Supermarket Type1,1606.5754
NCI17,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,868.869
FDO40,Low Fat,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,2237.088
FDP12,Regular,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,705.748
FDI44,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,1544.656
FDB21,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,6767.1912
FDG16,Low Fat,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,1078.596
NCZ42,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,4029.4216
NCJ30,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,1018.674
FDV49,Low Fat,Canned,OUT046,1997,Tier 1,Supermarket Type1,3700.5164
NCO43,Low Fat,Others,OUT045,2002,Tier 2,Supermarket Type1,2024.032
NCF18,Low Fat,Household,OUT010,1998,Tier 3,Grocery Store,767.0016
NCX41,Low Fat,Health and Hygiene,OUT010,1998,Tier 3,Grocery Store,1482.0708
FDY11,Regular,Baking Goods,OUT013,1987,Tier 3,Supermarket Type1,593.2278
FDU46,Regular,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1125.202
NCI18,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,1570.6222
FDL38,Regular,Canned,OUT035,2004,Tier 2,Supermarket Type1,2141.2128
FDY60,Regular,Baking Goods,OUT017,2007,Tier 2,Supermarket Type1,2157.192
FDF53,Regular,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,3428.2042
NCM05,Low Fat,Health and Hygiene,OUT027,1985,Tier 3,Supermarket Type3,6872.3876
FDR13,Regular,Canned,OUT018,2009,Tier 3,Supermarket Type2,1506.0396
FDA49,Low Fat,Canned,OUT019,1985,Tier 1,Grocery Store,174.4396
FDY52,Low Fat,Frozen Foods,OUT019,1985,Tier 1,Grocery Store,122.5072
FDL02,Regular,Canned,OUT019,1985,Tier 1,Grocery Store,211.7244
FDO24,Low Fat,Baking Goods,OUT013,1987,Tier 3,Supermarket Type1,1901.5248
FDM08,Regular,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,2684.5056
FDJ02,Regular,Canned,OUT019,1985,Tier 1,Grocery Store,294.2836
FDW40,Regular,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,1139.8496
FDT46,Low Fat,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,1012.016
FDY08,Regular,Fruits and Vegetables,OUT017,2007,Tier 2,Supermarket Type1,1966.7732
FDM21,Low Fat,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,7472.2734
FDH26,Regular,Canned,OUT027,1985,Tier 3,Supermarket Type3,2399.5432
NCM42,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,1637.868
FDW13,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,1350.2424
FDN04,Regular,Frozen Foods,OUT027,1985,Tier 3,Supermarket Type3,3747.1224
NCD07,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,1593.9252
FDB34,Low Fat,Snack Foods,OUT010,1998,Tier 3,Grocery Store,261.6594
FDD09,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,4889.6352
DRH59,low fat,Hard Drinks,OUT049,1999,Tier 1,Supermarket Type1,805.618
DRN36,Low Fat,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,1438.128
DRA24,Regular,Soft Drinks,OUT017,2007,Tier 2,Supermarket Type1,1146.5076
FDY36,Low Fat,Baking Goods,OUT027,1985,Tier 3,Supermarket Type3,1171.808
FDG34,Regular,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,3038.7112
FDK43,Low Fat,Meat,OUT017,2007,Tier 2,Supermarket Type1,2277.036
NCM06,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,2008.0528
FDK22,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,649.155
FDF21,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,4364.319
FDO33,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1821.6288
NCO43,Low Fat,Others,OUT017,2007,Tier 2,Supermarket Type1,708.4112
FDX15,Low Fat,Meat,OUT035,2004,Tier 2,Supermarket Type1,3048.6982
FDS10,Low Fat,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,1443.4544
FDD46,Low Fat,Snack Foods,OUT019,1985,Tier 1,Grocery Store,153.7998
FDV22,Regular,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,3129.26
NCR29,Low Fat,Health and Hygiene,OUT018,2009,Tier 3,Supermarket Type2,509.337
FDU34,Low Fat,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,3486.1288
FDZ35,Regular,Breads,OUT018,2009,Tier 3,Supermarket Type2,1341.587
FDA26,Regular,Dairy,OUT035,2004,Tier 2,Supermarket Type1,4819.0604
FDP38,Low Fat,Canned,OUT017,2007,Tier 2,Supermarket Type1,759.012
FDT22,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,659.142
FDA50,Low Fat,Dairy,OUT017,2007,Tier 2,Supermarket Type1,1737.738
FDY10,Low Fat,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,2519.3872
FDC09,Regular,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,1537.998
FDT19,Regular,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,2250.404
FDO34,Low Fat,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,5704.5744
NCV54,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,2251.7356
FDH57,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,5404.9644
FDA28,Regular,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,2265.0516
FDB05,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,990.7104
FDK45,Low Fat,Seafood,OUT019,1985,Tier 1,Grocery Store,339.558
DRH01,Low Fat,Soft Drinks,OUT019,1985,Tier 1,Grocery Store,347.5476
FDY52,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,796.2968
FDR48,Low Fat,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,303.6048
FDY15,Regular,Dairy,OUT035,2004,Tier 2,Supermarket Type1,2190.482
FDM51,Regular,Meat,OUT049,1999,Tier 1,Supermarket Type1,2444.8176
FDR43,Low Fat,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,366.19
FDW09,Regular,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,792.302
FDV44,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,1713.7692
DRH37,Low Fat,Soft Drinks,OUT019,1985,Tier 1,Grocery Store,822.263
FDZ47,Regular,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,1488.063
NCP43,Low Fat,Others,OUT046,1997,Tier 1,Supermarket Type1,2336.958
FDL26,Low Fat,Canned,OUT018,2009,Tier 3,Supermarket Type2,778.986
DRM35,Low Fat,Hard Drinks,OUT017,2007,Tier 2,Supermarket Type1,1605.9096
FDM39,Low Fat,Dairy,OUT018,2009,Tier 3,Supermarket Type2,2328.3026
DRD15,Low Fat,Dairy,OUT045,2002,Tier 2,Supermarket Type1,3717.8272
NCK06,Low Fat,Household,OUT010,1998,Tier 3,Grocery Store,121.1756
FDV04,Regular,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,1571.288
FDG46,Regular,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,5351.0346
FDO19,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,1166.4816
NCN05,Low Fat,Health and Hygiene,OUT049,1999,Tier 1,Supermarket Type1,3661.9
DRA12,Low Fat,Soft Drinks,OUT045,2002,Tier 2,Supermarket Type1,3829.0158
FDJ02,Regular,Canned,OUT049,1999,Tier 1,Supermarket Type1,1177.1344
NCK17,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,519.324
FDO58,Low Fat,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,1151.1682
FDB22,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,3383.5956
FDG33,Regular,Seafood,OUT045,2002,Tier 2,Supermarket Type1,2233.0932
FDK58,Regular,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,2631.2416
DRH49,Low Fat,Soft Drinks,OUT019,1985,Tier 1,Grocery Store,165.1184
FDT43,Low Fat,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,571.2564
NCR38,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,6040.1376
DRI39,Low Fat,Dairy,OUT035,2004,Tier 2,Supermarket Type1,1358.232
NCZ05,Low Fat,Health and Hygiene,OUT035,2004,Tier 2,Supermarket Type1,1238.388
FDU21,Regular,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,169.779
NCP54,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,2832.979
NCX29,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,2624.5836
FDV01,Regular,Canned,OUT017,2007,Tier 2,Supermarket Type1,3257.7594
NCS17,Low Fat,Health and Hygiene,OUT017,2007,Tier 2,Supermarket Type1,1796.3284
NCN07,Low Fat,Others,OUT013,1987,Tier 3,Supermarket Type1,1713.7692
FDB14,Regular,Canned,OUT035,2004,Tier 2,Supermarket Type1,2982.784
NCJ18,Low Fat,Household,OUT035,2004,Tier 2,Supermarket Type1,1303.6364
FDF57,Regular,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,2897.5616
DRG01,Low Fat,Soft Drinks,OUT013,1987,Tier 3,Supermarket Type1,918.804
FDA02,Regular,Dairy,OUT018,2009,Tier 3,Supermarket Type2,866.8716
DRJ37,Low Fat,Soft Drinks,OUT017,2007,Tier 2,Supermarket Type1,2884.2456
NCP55,Low Fat,Others,OUT013,1987,Tier 3,Supermarket Type1,221.0456
FDW45,Low Fat,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,1618.5598
FDK38,Low Fat,Canned,OUT045,2002,Tier 2,Supermarket Type1,296.9468
NCZ30,Low Fat,Household,OUT010,1998,Tier 3,Grocery Store,241.0196
FDK08,Regular,Fruits and Vegetables,OUT019,1985,Tier 1,Grocery Store,202.4032
DRY23,Regular,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,426.112
FDT31,Low Fat,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,2647.2208
FDU52,Low Fat,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,2503.408
NCG19,Low Fat,Household,OUT013,1987,Tier 3,Supermarket Type1,2812.3392
NCR30,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,372.848
FDN23,Regular,Breads,OUT045,2002,Tier 2,Supermarket Type1,2612.5992
FDQ01,Regular,Canned,OUT045,2002,Tier 2,Supermarket Type1,4845.0266
FDO22,Regular,Snack Foods,OUT010,1998,Tier 3,Grocery Store,159.792
DRE13,Low Fat,Soft Drinks,OUT045,2002,Tier 2,Supermarket Type1,872.198
FDL44,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,3235.788
FDT34,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,841.5712
DRM23,Low Fat,Hard Drinks,OUT035,2004,Tier 2,Supermarket Type1,1379.5376
FDF32,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,3559.3668
NCE18,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,4244.475
FDA51,Regular,Dairy,OUT027,1985,Tier 3,Supermarket Type3,3415.554
DRZ24,Low Fat,Soft Drinks,OUT017,2007,Tier 2,Supermarket Type1,3115.944
FDT48,Low Fat,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,3769.7596
DRG11,Low Fat,Hard Drinks,OUT046,1997,Tier 1,Supermarket Type1,1186.4556
FDE58,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1540.6612
DRA12,Low Fat,Soft Drinks,OUT013,1987,Tier 3,Supermarket Type1,2552.6772
FDP60,Low Fat,Baking Goods,OUT017,2007,Tier 2,Supermarket Type1,1619.2256
FDT10,Regular,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,829.5868
FDE05,Regular,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,1166.4816
FDC32,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,1665.8316
FDJ22,Low Fat,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,2876.256
NCH18,Low Fat,Household,OUT018,2009,Tier 3,Supermarket Type2,2702.4822
DRE37,Low Fat,Soft Drinks,OUT019,1985,Tier 1,Grocery Store,189.0872
DRC13,Regular,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,2956.152
FDG47,Low Fat,Starchy Foods,OUT046,1997,Tier 1,Supermarket Type1,8132.0812
FDY55,Low Fat,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,1541.9928
NCW29,Low Fat,Health and Hygiene,OUT027,1985,Tier 3,Supermarket Type3,3635.268
NCT05,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,4346.3424
FDN50,Regular,Canned,OUT049,1999,Tier 1,Supermarket Type1,466.06
FDU60,Regular,Baking Goods,OUT010,1998,Tier 3,Grocery Store,169.1132
FDX02,Low Fat,Dairy,OUT013,1987,Tier 3,Supermarket Type1,5851.0504
FDL34,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,2681.8424
DRF27,low fat,Dairy,OUT017,2007,Tier 2,Supermarket Type1,3828.35
FDZ35,Regular,Breads,OUT049,1999,Tier 1,Supermarket Type1,2373.577
DRF03,Low Fat,Dairy,OUT027,1985,Tier 3,Supermarket Type3,1096.5726
NCO41,Low Fat,Health and Hygiene,OUT027,1985,Tier 3,Supermarket Type3,2167.8448
FDQ59,Regular,Breads,OUT045,2002,Tier 2,Supermarket Type1,1845.5976
NCZ53,Low Fat,Health and Hygiene,OUT018,2009,Tier 3,Supermarket Type2,1884.214
FDZ33,Low Fat,Snack Foods,OUT019,1985,Tier 1,Grocery Store,147.8076
FDD34,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,3425.541
NCM06,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,1853.5872
FDY43,Low Fat,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,673.7896
DRM23,Low Fat,Hard Drinks,OUT010,1998,Tier 3,Grocery Store,172.4422
FDT20,Low Fat,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,540.6296
FDG46,Regular,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,2732.4432
FDH10,Low Fat,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,1162.4868
FDF24,Regular,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,1228.401
FDG57,Low Fat,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,874.8612
FDN44,Low Fat,Fruits and Vegetables,OUT017,2007,Tier 2,Supermarket Type1,1917.504
FDD32,Regular,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,731.0484
FDI04,Regular,Frozen Foods,OUT019,1985,Tier 1,Grocery Store,790.9704
FDA56,Low Fat,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,4264.449
DRG51,Low Fat,Dairy,OUT017,2007,Tier 2,Supermarket Type1,1480.0734
FDZ04,Low Fat,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,1581.275
FDT13,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,3014.7424
FDY56,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,4965.5364
FDB51,Low Fat,Dairy,OUT017,2007,Tier 2,Supermarket Type1,438.0964
NCY29,Low Fat,Health and Hygiene,OUT013,1987,Tier 3,Supermarket Type1,282.965
FDL34,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,1834.9448
NCQ38,Low Fat,Others,OUT049,1999,Tier 1,Supermarket Type1,1065.28
NCR41,Low Fat,Health and Hygiene,OUT027,1985,Tier 3,Supermarket Type3,4189.2136
FDY24,Regular,Baking Goods,OUT010,1998,Tier 3,Grocery Store,161.7894
NCA42,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,3327.6684
FDB11,Low Fat,Starchy Foods,OUT049,1999,Tier 1,Supermarket Type1,2925.5252
FDG26,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,5382.993
FDH24,Low Fat,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,1571.288
FDX44,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,1427.4752
FDT52,Regular,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,2695.1584
FDT04,Low Fat,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,314.2576
FDO58,Low Fat,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,2960.1468
FDR60,Low Fat,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,1158.492
NCL54,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,3502.108
FDW50,Low Fat,Dairy,OUT013,1987,Tier 3,Supermarket Type1,3008.0844
FDK43,Low Fat,Meat,OUT019,1985,Tier 1,Grocery Store,253.004
FDQ32,Regular,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,866.8716
FDE29,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,1151.1682
NCN07,Low Fat,Others,OUT045,2002,Tier 2,Supermarket Type1,2768.3964
FDB37,Regular,Baking Goods,OUT013,1987,Tier 3,Supermarket Type1,3364.9532
FDD21,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,343.5528
FDX16,Low Fat,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,2546.685
FDN46,Regular,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1127.8652
FDV28,Regular,Frozen Foods,OUT010,1998,Tier 3,Grocery Store,67.9116
FDR48,Low Fat,Baking Goods,OUT027,1985,Tier 3,Supermarket Type3,4402.2696
FDW37,Low Fat,Canned,OUT027,1985,Tier 3,Supermarket Type3,1901.5248
FDV40,Low Fat,Frozen Foods,OUT035,2004,Tier 2,Supermarket Type1,739.038
FDZ57,Regular,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1413.4934
FDY46,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,2993.4368
FDX45,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1721.093
FDB33,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,2864.2716
FDT58,Low Fat,Snack Foods,OUT010,1998,Tier 3,Grocery Store,503.3448
FDM39,Low Fat,Dairy,OUT049,1999,Tier 1,Supermarket Type1,3582.004
NCY41,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,575.2512
NCL31,Low Fat,Others,OUT046,1997,Tier 1,Supermarket Type1,3149.234
NCJ31,Low Fat,Others,OUT046,1997,Tier 1,Supermarket Type1,3374.2744
FDO23,Low Fat,Breads,OUT019,1985,Tier 1,Grocery Store,567.2616
FDN56,Regular,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,288.9572
FDF04,Low Fat,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,3358.2952
FDJ44,Regular,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,3663.2316
FDS50,Low Fat,Dairy,OUT045,2002,Tier 2,Supermarket Type1,5321.0736
NCQ41,Low Fat,Health and Hygiene,OUT027,1985,Tier 3,Supermarket Type3,3511.4292
FDA49,Low Fat,Canned,OUT046,1997,Tier 1,Supermarket Type1,1744.396
NCZ06,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,2536.698
NCM43,Low Fat,Others,OUT018,2009,Tier 3,Supermarket Type2,1957.452
FDH19,Low Fat,Meat,OUT013,1987,Tier 3,Supermarket Type1,1911.5118
FDS15,Regular,Meat,OUT049,1999,Tier 1,Supermarket Type1,4098.6648
FDO50,Low Fat,Canned,OUT018,2009,Tier 3,Supermarket Type2,1653.8472
FDJ20,Regular,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,1981.4208
NCI31,low fat,Others,OUT010,1998,Tier 3,Grocery Store,146.476
FDU20,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,3374.2744
DRK13,Low Fat,Soft Drinks,OUT046,1997,Tier 1,Supermarket Type1,2380.9008
DRJ24,Low Fat,Soft Drinks,OUT045,2002,Tier 2,Supermarket Type1,1850.924
FDI20,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,5909.6408
